Sin filtrar,Filtrado
0.09070796460176991,0.1084070796460177
0.12350597609561753,0.09362549800796813
0.11946902654867257,0.09292035398230089
0.11646586345381527,0.12650602409638553
0.12371134020618557,0.09278350515463918
0.13319672131147542,0.07991803278688525
0.11252653927813164,0.08280254777070063
0.10557768924302789,0.099601593625498
0.11889596602972399,0.10615711252653928
0.12284482758620689,0.09698275862068965
0.09775967413441955,0.09979633401221996
0.10240963855421686,0.11244979919678715
0.11610486891385768,0.08801498127340825
0.1254681647940075,0.09363295880149813
0.1760299625468165,0.07677902621722846
0.12552301255230125,0.09205020920502092
0.11061946902654868,0.09955752212389381
0.11206896551724138,0.09698275862068965
0.11324786324786325,0.09188034188034189
0.10775862068965517,0.08836206896551724
0.11422413793103449,0.11422413793103449
0.12101910828025478,0.09554140127388536
0.16135458167330677,0.10956175298804781
0.09221311475409837,0.07581967213114754
0.11423220973782772,0.10861423220973783
0.11504424778761062,0.10398230088495575
0.10927835051546392,0.09278350515463918
0.08811475409836066,0.07581967213114754
0.1084070796460177,0.11283185840707964
0.10756972111553785,0.0796812749003984
0.13894736842105262,0.14947368421052631
0.09766454352441614,0.10828025477707007
0.11847389558232932,0.11244979919678715
0.12608695652173912,0.1
0.11752577319587629,0.10721649484536082
0.12295081967213115,0.0942622950819672
0.12210526315789473,0.12421052631578948
0.12421052631578948,0.11789473684210526
0.09978768577494693,0.09978768577494693
0.1079429735234216,0.0835030549898167
0.12173913043478261,0.09130434782608696
0.08547008547008547,0.09401709401709402
0.11521739130434783,0.09782608695652174
0.12650602409638553,0.11044176706827309
0.13034623217922606,0.09775967413441955
0.12577319587628866,0.10309278350515463
0.10775862068965517,0.08405172413793104
0.10947368421052632,0.11578947368421053
0.13263157894736843,0.12210526315789473
0.11506276150627615,0.10460251046025104
0.11422413793103449,0.08620689655172414
0.12650602409638553,0.10843373493975904
0.1254681647940075,0.09176029962546817
0.1108786610878661,0.08786610878661087
0.09766454352441614,0.09554140127388536
0.1261061946902655,0.11946902654867257
0.12371134020618557,0.08453608247422681
0.09292035398230089,0.06637168141592921
0.0968421052631579,0.12
0.13695652173913042,0.11521739130434783
0.12606837606837606,0.10042735042735043
0.13247863247863248,0.1111111111111111
0.1316348195329087,0.09766454352441614
0.06794055201698514,0.10191082802547771
0.1254681647940075,0.07677902621722846
0.13295880149812733,0.09550561797752809
0.13545816733067728,0.09760956175298804
0.1606425702811245,0.13453815261044177
0.10756972111553785,0.11553784860557768
0.10655737704918032,0.13114754098360656
0.12421052631578948,0.07578947368421053
0.11252653927813164,0.12314225053078556
0.10652173913043478,0.0782608695652174
0.11752136752136752,0.10042735042735043
0.09070796460176991,0.09070796460176991
0.08628318584070796,0.08849557522123894
0.1134020618556701,0.08247422680412371
0.11206896551724138,0.09267241379310345
0.12248995983935743,0.10843373493975904
0.12830957230142567,0.07942973523421588
0.14342629482071714,0.08366533864541832
0.1198501872659176,0.09550561797752809
0.13675213675213677,0.1047008547008547
0.12048192771084337,0.08433734939759036
0.13179916317991633,0.1087866108786611
0.1084070796460177,0.10619469026548672
0.12830957230142567,0.1120162932790224
0.16210526315789472,0.09894736842105263
0.10897435897435898,0.07478632478632478
0.13402061855670103,0.11752577319587629
0.1401673640167364,0.10460251046025104
0.10398230088495575,0.084070796460177
0.1348314606741573,0.1104868913857678
0.10398230088495575,0.1084070796460177
0.11752988047808766,0.07171314741035857
0.1402061855670103,0.08247422680412371
0.10515463917525773,0.09484536082474226
0.12172284644194757,0.09737827715355805
0.1402061855670103,0.10309278350515463
0.1431578947368421,0.08421052631578947
0.12,0.08842105263157894
0.100418410041841,0.10669456066945607
0.11812627291242363,0.0835030549898167
0.14130434782608695,0.10434782608695652
0.109979633401222,0.0855397148676171
0.10245901639344263,0.09631147540983606
0.1172566371681416,0.08849557522123894
0.11297071129707113,0.10669456066945607
0.10103092783505155,0.07422680412371134
0.12350597609561753,0.08964143426294821
0.11958762886597939,0.08453608247422681
0.12577319587628866,0.10721649484536082
0.14457831325301204,0.10843373493975904
0.1360824742268041,0.08453608247422681
0.07964601769911504,0.09513274336283185
0.1254980079681275,0.08366533864541832
0.11578947368421053,0.09473684210526316
0.11061946902654868,0.06415929203539823
0.11157894736842106,0.09473684210526316
0.13598326359832635,0.07740585774058577
0.15,0.09347826086956522
0.12133891213389121,0.10669456066945607
0.08620689655172414,0.08836206896551724
0.13253012048192772,0.08835341365461848
0.12371134020618557,0.09484536082474226
0.1206896551724138,0.07974137931034483
0.09955752212389381,0.09734513274336283
0.11946902654867257,0.08628318584070796
0.09267241379310345,0.09267241379310345
0.12090163934426229,0.0942622950819672
0.10590631364562118,0.0835030549898167
0.12389380530973451,0.10619469026548672
0.11155378486055777,0.08167330677290836
0.14342629482071714,0.08964143426294821
0.11789473684210526,0.08421052631578947
0.11304347826086956,0.0891304347826087
0.1465863453815261,0.09839357429718876
0.0899581589958159,0.1108786610878661
0.1422680412371134,0.07835051546391752
0.11283185840707964,0.11946902654867257
0.11885245901639344,0.10655737704918032
0.11504424778761062,0.09734513274336283
0.11244979919678715,0.10441767068273092
0.13495575221238937,0.07079646017699115
0.13052208835341367,0.09236947791164658
0.13346613545816732,0.11752988047808766
0.1422680412371134,0.09690721649484536
0.11646586345381527,0.09839357429718876
0.10897435897435898,0.10897435897435898
0.10615711252653928,0.09766454352441614
0.10191082802547771,0.09129511677282377
0.11283185840707964,0.09292035398230089
0.14782608695652175,0.10434782608695652
0.11952191235059761,0.09163346613545817
0.12,0.0863157894736842
0.109979633401222,0.0814663951120163
0.1282051282051282,0.08974358974358974
0.1134020618556701,0.08453608247422681
0.10358565737051793,0.09362549800796813
0.125,0.10344827586206896
0.11244979919678715,0.11244979919678715
0.11354581673306773,0.11155378486055777
0.10103092783505155,0.09278350515463918
0.11715481171548117,0.10460251046025104
0.09760956175298804,0.06772908366533864
0.13675213675213677,0.09829059829059829
0.1031578947368421,0.09894736842105263
0.09760956175298804,0.08366533864541832
0.12164948453608247,0.08041237113402062
0.125,0.09913793103448276
0.11270491803278689,0.08401639344262295
0.11958762886597939,0.09072164948453608
0.07964601769911504,0.09955752212389381
0.1314655172413793,0.08189655172413793
0.1254681647940075,0.10861423220973783
0.11304347826086956,0.07608695652173914
0.14432989690721648,0.10103092783505155
0.13195876288659794,0.088659793814433
0.1391304347826087,0.09565217391304348
0.10655737704918032,0.10245901639344263
0.1087866108786611,0.08577405857740586
0.09221311475409837,0.11475409836065574
0.09513274336283185,0.08628318584070796
0.09482758620689655,0.08836206896551724
0.1111111111111111,0.057692307692307696
0.1388888888888889,0.0876068376068376
0.1108786610878661,0.100418410041841
0.12830957230142567,0.09775967413441955
0.12248995983935743,0.11244979919678715
0.10615711252653928,0.10615711252653928
0.10590631364562118,0.0855397148676171
0.13670411985018727,0.10299625468164794
0.12248995983935743,0.11646586345381527
0.13453815261044177,0.11044176706827309
0.15217391304347827,0.09347826086956522
0.09955752212389381,0.084070796460177
0.1120162932790224,0.05091649694501019
0.11553784860557768,0.10159362549800798
0.0891304347826087,0.08478260869565217
0.11235955056179775,0.08426966292134831
0.14347826086956522,0.08260869565217391
0.10386965376782077,0.09368635437881874
0.13043478260869565,0.11521739130434783
0.11946902654867257,0.10176991150442478
0.13053097345132744,0.12168141592920353
0.10956175298804781,0.09163346613545817
0.12831858407079647,0.09734513274336283
0.09267241379310345,0.08620689655172414
0.109979633401222,0.08961303462321792
0.12552301255230125,0.07740585774058577
0.12168141592920353,0.13053097345132744
0.12389380530973451,0.1084070796460177
0.10040983606557377,0.07377049180327869
0.11504424778761062,0.08628318584070796
0.12,0.09894736842105263
0.1364562118126273,0.11608961303462322
0.142570281124498,0.1144578313253012
0.14457831325301204,0.10843373493975904
0.11952191235059761,0.10159362549800798
0.1154639175257732,0.10103092783505155
0.13147410358565736,0.09760956175298804
0.13263157894736843,0.10736842105263159
0.14225941422594143,0.07740585774058577
0.1206896551724138,0.09051724137931035
0.10176991150442478,0.084070796460177
0.10991379310344827,0.11637931034482758
0.12371134020618557,0.0865979381443299
0.15139442231075698,0.11752988047808766
0.13247863247863248,0.09829059829059829
0.10129310344827586,0.08405172413793104
0.11244979919678715,0.11044176706827309
0.1168032786885246,0.1168032786885246
0.09913793103448276,0.08189655172413793
0.12423625254582485,0.10590631364562118
0.1297071129707113,0.08368200836820083
0.10183299389002037,0.08961303462321792
0.11812627291242363,0.09164969450101833
0.12951167728237792,0.09766454352441614
0.1108786610878661,0.10669456066945607
0.10386965376782077,0.07535641547861507
0.10251046025104603,0.09623430962343096
0.11853448275862069,0.09051724137931035
0.11752988047808766,0.09760956175298804
0.12048192771084337,0.1144578313253012
0.15071283095723015,0.07535641547861507
0.11422413793103449,0.08620689655172414
0.12931034482758622,0.08836206896551724
0.14457831325301204,0.10642570281124498
0.09513274336283185,0.084070796460177
0.11521739130434783,0.08695652173913043
0.109979633401222,0.09164969450101833
0.12389380530973451,0.084070796460177
0.1111111111111111,0.07905982905982906
0.12606837606837606,0.09188034188034189
0.12295081967213115,0.09836065573770492
0.11538461538461539,0.10683760683760683
0.15261044176706828,0.11244979919678715
0.10557768924302789,0.10358565737051793
0.125,0.10991379310344827
0.1261061946902655,0.084070796460177
0.1254681647940075,0.08052434456928839
0.13346613545816732,0.07370517928286853
0.13855421686746988,0.09839357429718876
0.12048192771084337,0.09437751004016064
0.10105263157894737,0.12421052631578948
0.13052631578947368,0.0968421052631579
0.10386965376782077,0.10590631364562118
0.11422413793103449,0.10560344827586207
0.13179916317991633,0.12552301255230125
0.11368421052631579,0.12
0.13695652173913042,0.1
0.12314225053078556,0.11040339702760085
0.11270491803278689,0.08196721311475409
0.11812627291242363,0.0855397148676171
0.08836206896551724,0.09698275862068965
0.10398230088495575,0.1084070796460177
0.10655737704918032,0.09221311475409837
0.12552301255230125,0.11715481171548117
0.12989690721649486,0.088659793814433
0.11956521739130435,0.10217391304347827
0.1084070796460177,0.0752212389380531
0.12151394422310757,0.11155378486055777
0.13179916317991633,0.11715481171548117
0.12164948453608247,0.09690721649484536
0.1108695652173913,0.08260869565217391
0.13195876288659794,0.08041237113402062
0.10398230088495575,0.09292035398230089
0.08280254777070063,0.07218683651804671
0.12371134020618557,0.11752577319587629
0.14743589743589744,0.11538461538461539
0.12151394422310757,0.09561752988047809
0.10756972111553785,0.10557768924302789
0.13695652173913042,0.09347826086956522
0.10560344827586207,0.07112068965517242
0.09775967413441955,0.09572301425661914
0.1566265060240964,0.08835341365461848
0.11368421052631579,0.10526315789473684
0.11752577319587629,0.088659793814433
0.12168141592920353,0.11946902654867257
0.13052208835341367,0.12449799196787148
0.10176991150442478,0.09513274336283185
0.10655737704918032,0.07581967213114754
0.11752577319587629,0.088659793814433
0.09554140127388536,0.06157112526539278
0.10721649484536082,0.088659793814433
0.1108786610878661,0.11297071129707113
0.1079429735234216,0.08757637474541752
0.11235955056179775,0.06741573033707865
0.11958762886597939,0.05979381443298969
0.11506276150627615,0.1192468619246862
0.10183299389002037,0.07942973523421588
0.14380530973451328,0.10619469026548672
0.11853448275862069,0.08620689655172414
0.07743362831858407,0.08628318584070796
0.125,0.08620689655172414
0.1294820717131474,0.09362549800796813
0.13857677902621723,0.08239700374531835
0.11423220973782772,0.10486891385767791
0.12016293279022404,0.109979633401222
0.12168141592920353,0.13053097345132744
0.14102564102564102,0.10897435897435898
0.11206896551724138,0.09913793103448276
0.12526539278131635,0.09766454352441614
0.11422413793103449,0.08405172413793104
0.10245901639344263,0.09836065573770492
0.13034188034188035,0.07905982905982906
0.11405295315682282,0.10386965376782077
0.13295880149812733,0.08052434456928839
0.13938053097345132,0.09070796460176991
0.11157894736842106,0.0968421052631579
0.08401639344262295,0.10655737704918032
0.11422413793103449,0.08189655172413793
0.10927835051546392,0.07422680412371134
0.12389380530973451,0.07964601769911504
0.10040983606557377,0.12704918032786885
0.13441955193482688,0.0855397148676171
0.10256410256410256,0.10042735042735043
0.12421052631578948,0.09263157894736843
0.10299625468164794,0.10861423220973783
0.11739130434782609,0.07608695652173914
0.10386965376782077,0.09164969450101833
0.08628318584070796,0.09070796460176991
0.10861423220973783,0.11610486891385768
0.13938053097345132,0.09513274336283185
0.13894736842105262,0.07789473684210527
0.10129310344827586,0.09267241379310345
0.12608695652173912,0.0782608695652174
0.11297071129707113,0.08577405857740586
0.09734513274336283,0.10398230088495575
0.10217391304347827,0.1108695652173913
0.12423625254582485,0.1079429735234216
0.1294820717131474,0.08167330677290836
0.13034623217922606,0.07331975560081466
0.1206896551724138,0.08836206896551724
0.11752577319587629,0.07628865979381444
0.1087866108786611,0.10251046025104603
0.11134020618556702,0.08453608247422681
0.09164969450101833,0.07739307535641547
0.11044176706827309,0.11646586345381527
0.13545816733067728,0.0796812749003984
0.11324786324786325,0.09615384615384616
0.0942622950819672,0.07581967213114754
0.1441947565543071,0.10112359550561797
0.09414225941422594,0.08786610878661087
0.12393162393162394,0.08333333333333333
0.15917602996254682,0.07865168539325842
0.1134020618556701,0.10721649484536082
0.11235955056179775,0.1104868913857678
0.1254980079681275,0.10557768924302789
0.10683760683760683,0.10256410256410256
0.12608695652173912,0.09347826086956522
0.11965811965811966,0.09401709401709402
0.1079429735234216,0.0855397148676171
0.11270491803278689,0.125
0.11637931034482758,0.09913793103448276
0.15051546391752577,0.10309278350515463
0.10176991150442478,0.09292035398230089
0.09341825902335456,0.08917197452229299
0.10251046025104603,0.09205020920502092
0.10775862068965517,0.08405172413793104
0.09072164948453608,0.09072164948453608
0.1506276150627615,0.10460251046025104
0.11847389558232932,0.10040160642570281
0.13588110403397027,0.09766454352441614
0.11739130434782609,0.10217391304347827
0.08849557522123894,0.10619469026548672
0.11578947368421053,0.09052631578947369
0.14012738853503184,0.12314225053078556
0.14565217391304347,0.07608695652173914
0.12048192771084337,0.10441767068273092
0.13745019920318724,0.10756972111553785
0.0855397148676171,0.07128309572301425
0.149812734082397,0.09925093632958802
0.1401673640167364,0.0899581589958159
0.1198501872659176,0.0898876404494382
0.1261061946902655,0.11504424778761062
0.11044176706827309,0.12048192771084337
0.12931034482758622,0.10775862068965517
0.12164948453608247,0.07010309278350516
0.15384615384615385,0.09829059829059829
0.09292035398230089,0.08628318584070796
0.14439655172413793,0.10560344827586207
0.09513274336283185,0.09292035398230089
0.1087866108786611,0.10460251046025104
0.12090163934426229,0.09221311475409837
0.109979633401222,0.059063136456211814
0.10103092783505155,0.06804123711340206
0.1172566371681416,0.10398230088495575
0.10860655737704918,0.07581967213114754
0.10105263157894737,0.13052631578947368
0.1271551724137931,0.08405172413793104
0.1404494382022472,0.10486891385767791
0.15265486725663716,0.09292035398230089
0.13247863247863248,0.12606837606837606
0.1154639175257732,0.09896907216494845
0.1172566371681416,0.09955752212389381
0.13545816733067728,0.10756972111553785
0.13855421686746988,0.10441767068273092
0.10245901639344263,0.0942622950819672
0.12921348314606743,0.10299625468164794
0.10245901639344263,0.09836065573770492
0.1031578947368421,0.13263157894736843
0.14794007490636704,0.07303370786516854
0.09513274336283185,0.06858407079646017
0.12526539278131635,0.0870488322717622
0.12391304347826088,0.07608695652173914
0.12577319587628866,0.08247422680412371
0.1282051282051282,0.1047008547008547
0.109979633401222,0.0835030549898167
0.1111111111111111,0.07692307692307693
0.1079429735234216,0.07535641547861507
0.14794007490636704,0.08801498127340825
0.100418410041841,0.09205020920502092
0.13654618473895583,0.11044176706827309
0.11475409836065574,0.09016393442622951
0.10441767068273092,0.11244979919678715
0.08401639344262295,0.11885245901639344
0.08757637474541752,0.07331975560081466
0.08185840707964602,0.0752212389380531
0.12016293279022404,0.0855397148676171
0.1254980079681275,0.10358565737051793
0.1402061855670103,0.0865979381443299
0.11958762886597939,0.08041237113402062
0.10860655737704918,0.09221311475409837
0.08811475409836066,0.09631147540983606
0.09070796460176991,0.10619469026548672
0.10843373493975904,0.12449799196787148
0.09572301425661914,0.10183299389002037
0.12783505154639174,0.10515463917525773
0.08453608247422681,0.0865979381443299
0.12606837606837606,0.09829059829059829
0.12164948453608247,0.11134020618556702
0.1608695652173913,0.10652173913043478
0.12343096234309624,0.11506276150627615
0.11324786324786325,0.10897435897435898
0.11965811965811966,0.07692307692307693
0.10991379310344827,0.07974137931034483
0.13253012048192772,0.09437751004016064
0.1079429735234216,0.0855397148676171
0.11206896551724138,0.09482758620689655
0.1282051282051282,0.10042735042735043
0.084070796460177,0.08849557522123894
0.11789473684210526,0.10526315789473684
0.10619469026548672,0.084070796460177
0.11946902654867257,0.11283185840707964
